Accession	Organism_Name	GenBank_RefSeq	Assembly	Submitters	Organization	Org_location	Release_Date	Isolate	Species	Length	Nuc_Completeness	Geo_Location	Country	USA	Host	Tissue_Specimen_Source	Collection_Date
HM347261.1	Rhinovirus C	GenBank	set:HM347261	Tapparel,C., Cordey,S., Junier,T., Farinelli,L., Van Belle,S., Soccal,P.M., Aubert,J.D., Zdobnov,E., Kaiser,L., Turin,L.	University Hospitals of Geneva, Virology Laboratory Division of Infectious Diseases	Switzerland	2010-08-14		Rhinovirus C	414	partial	Switzerland	Switzerland		Homo sapiens		2009-06
HM347262.1	Rhinovirus C	GenBank	set:HM347262	Tapparel,C., Cordey,S., Junier,T., Farinelli,L., Van Belle,S., Soccal,P.M., Aubert,J.D., Zdobnov,E., Kaiser,L., Turin,L.	University Hospitals of Geneva, Virology Laboratory Division of Infectious Diseases	Switzerland	2010-08-14		Rhinovirus C	414	partial	Switzerland	Switzerland		Homo sapiens		2009-04
HM347263.1	Rhinovirus C	GenBank	set:HM347263	Tapparel,C., Cordey,S., Junier,T., Farinelli,L., Van Belle,S., Soccal,P.M., Aubert,J.D., Zdobnov,E., Kaiser,L., Turin,L.	University Hospitals of Geneva, Virology Laboratory Division of Infectious Diseases	Switzerland	2010-08-14		Rhinovirus C	415	partial	Switzerland	Switzerland		Homo sapiens		2009-06
HM347264.1	Rhinovirus C	GenBank	set:HM347264	Tapparel,C., Cordey,S., Junier,T., Farinelli,L., Van Belle,S., Soccal,P.M., Aubert,J.D., Zdobnov,E., Kaiser,L., Turin,L.	University Hospitals of Geneva, Virology Laboratory Division of Infectious Diseases	Switzerland	2010-08-14		Rhinovirus C	414	partial	Switzerland	Switzerland		Homo sapiens		2009-04
HM347265.1	Rhinovirus C	GenBank	set:HM347265	Tapparel,C., Cordey,S., Junier,T., Farinelli,L., Van Belle,S., Soccal,P.M., Aubert,J.D., Zdobnov,E., Kaiser,L., Turin,L.	University Hospitals of Geneva, Virology Laboratory Division of Infectious Diseases	Switzerland	2010-08-14		Rhinovirus C	413	partial	Switzerland	Switzerland		Homo sapiens		2009-05
HM347266.1	Rhinovirus C	GenBank	set:HM347266	Tapparel,C., Cordey,S., Junier,T., Farinelli,L., Van Belle,S., Soccal,P.M., Aubert,J.D., Zdobnov,E., Kaiser,L., Turin,L.	University Hospitals of Geneva, Virology Laboratory Division of Infectious Diseases	Switzerland	2010-08-14		Rhinovirus C	414	partial	Switzerland	Switzerland		Homo sapiens		2009-02
HM347267.1	Rhinovirus C	GenBank	set:HM347267	Tapparel,C., Cordey,S., Junier,T., Farinelli,L., Van Belle,S., Soccal,P.M., Aubert,J.D., Zdobnov,E., Kaiser,L., Turin,L.	University Hospitals of Geneva, Virology Laboratory Division of Infectious Diseases	Switzerland	2010-08-14		Rhinovirus C	414	partial	Switzerland	Switzerland		Homo sapiens		2009-09
HM347268.1	Rhinovirus C	GenBank	set:HM347268	Tapparel,C., Cordey,S., Junier,T., Farinelli,L., Van Belle,S., Soccal,P.M., Aubert,J.D., Zdobnov,E., Kaiser,L., Turin,L.	University Hospitals of Geneva, Virology Laboratory Division of Infectious Diseases	Switzerland	2010-08-14		Rhinovirus C	414	partial	Switzerland	Switzerland		Homo sapiens		2009-06
HM347269.1	Rhinovirus C	GenBank	set:HM347269	Tapparel,C., Cordey,S., Junier,T., Farinelli,L., Van Belle,S., Soccal,P.M., Aubert,J.D., Zdobnov,E., Kaiser,L., Turin,L.	University Hospitals of Geneva, Virology Laboratory Division of Infectious Diseases	Switzerland	2010-08-14		Rhinovirus C	414	partial	Switzerland	Switzerland		Homo sapiens		2009-09
HM347270.1	Rhinovirus C	GenBank	set:HM347270	Tapparel,C., Cordey,S., Junier,T., Farinelli,L., Van Belle,S., Soccal,P.M., Aubert,J.D., Zdobnov,E., Kaiser,L., Turin,L.	University Hospitals of Geneva, Virology Laboratory Division of Infectious Diseases	Switzerland	2010-08-14		Rhinovirus C	414	partial	Switzerland	Switzerland		Homo sapiens		2009-04
HM347271.1	Rhinovirus C	GenBank	set:HM347271	Tapparel,C., Cordey,S., Junier,T., Farinelli,L., Van Belle,S., Soccal,P.M., Aubert,J.D., Zdobnov,E., Kaiser,L., Turin,L.	University Hospitals of Geneva, Virology Laboratory Division of Infectious Diseases	Switzerland	2010-08-14		Rhinovirus C	414	partial	Switzerland	Switzerland		Homo sapiens		2009-03
HM485468.1	Rhinovirus C	GenBank	set:HM485468	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_3898/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-02
HM485469.1	Rhinovirus C	GenBank	set:HM485469	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_3995/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-02
HM485470.1	Rhinovirus C	GenBank	set:HM485470	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_3628/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-01
HM485471.1	Rhinovirus C	GenBank	set:HM485471	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_5096/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-05
HM485472.1	Rhinovirus C	GenBank	set:HM485472	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_3993/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-02
HM485473.1	Rhinovirus C	GenBank	set:HM485473	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_3922/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-02
HM485474.1	Rhinovirus C	GenBank	set:HM485474	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_3856/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-02
HM485475.1	Rhinovirus C	GenBank	set:HM485475	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_3727/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-01
HM485476.1	Rhinovirus C	GenBank	set:HM485476	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_3105/06	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2006-12
HM485477.1	Rhinovirus C	GenBank	set:HM485477	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_3089/06	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2006-12
HM485478.1	Rhinovirus C	GenBank	set:HM485478	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_2832/06	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2006-10
HM485479.1	Rhinovirus C	GenBank	set:HM485479	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_4817/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-04
HM485480.1	Rhinovirus C	GenBank	set:HM485480	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_4314/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-03
HM485481.1	Rhinovirus C	GenBank	set:HM485481	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_2744/06	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2006-10
HM485482.1	Rhinovirus C	GenBank	set:HM485482	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_3499/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-01
HM485483.1	Rhinovirus C	GenBank	set:HM485483	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_5345/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-06
HM485484.1	Rhinovirus C	GenBank	set:HM485484	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_3733/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-01
HM485485.1	Rhinovirus C	GenBank	set:HM485485	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_6145/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-09
HM485486.1	Rhinovirus C	GenBank	set:HM485486	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_6082/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-09
HM485487.1	Rhinovirus C	GenBank	set:HM485487	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_5998/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-09
HM485488.1	Rhinovirus C	GenBank	set:HM485488	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_5910/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-09
HM485489.1	Rhinovirus C	GenBank	set:HM485489	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_5607/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-07
HM485490.1	Rhinovirus C	GenBank	set:HM485490	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_5571/07	Rhinovirus C	466	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-07
HM485491.1	Rhinovirus C	GenBank	set:HM485491	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_5568/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-07
HM485492.1	Rhinovirus C	GenBank	set:HM485492	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_5567/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-07
HM485493.1	Rhinovirus C	GenBank	set:HM485493	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_7147/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-12
HM485494.1	Rhinovirus C	GenBank	set:HM485494	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_4923/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-05
HM485495.1	Rhinovirus C	GenBank	set:HM485495	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_5145/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-05
HM485496.1	Rhinovirus C	GenBank	set:HM485496	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_4098/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-02
HM485497.1	Rhinovirus C	GenBank	set:HM485497	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_5789/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-08
HM485498.1	Rhinovirus C	GenBank	set:HM485498	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_3631/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-01
HM485499.1	Rhinovirus C	GenBank	set:HM485499	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_4252/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-03
HM485500.1	Rhinovirus C	GenBank	set:HM485500	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_4644/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-04
HM485501.1	Rhinovirus C	GenBank	set:HM485501	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_4122/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-02
HM485502.1	Rhinovirus C	GenBank	set:HM485502	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_4097/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-01
HM485503.1	Rhinovirus C	GenBank	set:HM485503	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_5093/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-05
HM485504.1	Rhinovirus C	GenBank	set:HM485504	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_2514/06	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2006-09
HM485505.1	Rhinovirus C	GenBank	set:HM485505	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_5404/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-07
HM485506.1	Rhinovirus C	GenBank	set:HM485506	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_4742/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-04
HM485507.1	Rhinovirus C	GenBank	set:HM485507	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_3266/06	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2006-12
HM485508.1	Rhinovirus C	GenBank	set:HM485508	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_4917/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-05
HM485509.1	Rhinovirus C	GenBank	set:HM485509	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_3090/06	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2006-11
HM485510.1	Rhinovirus C	GenBank	set:HM485510	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_5130/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-05
HM485511.1	Rhinovirus C	GenBank	set:HM485511	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_6131/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-09
HM485512.1	Rhinovirus C	GenBank	set:HM485512	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_5570/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-07
HM485513.1	Rhinovirus C	GenBank	set:HM485513	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_5554/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-07
HM485514.1	Rhinovirus C	GenBank	set:HM485514	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_3972/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-02
HM485515.1	Rhinovirus C	GenBank	set:HM485515	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_4037/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-02
HM485516.1	Rhinovirus C	GenBank	set:HM485516	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_3837/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-02
HM485517.1	Rhinovirus C	GenBank	set:HM485517	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_4051/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-02
HM485518.1	Rhinovirus C	GenBank	set:HM485518	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_2951/06	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2006-11
HM485519.1	Rhinovirus C	GenBank	set:HM485519	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_5071/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-05
HM485520.1	Rhinovirus C	GenBank	set:HM485520	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_4733/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-04
HM485521.1	Rhinovirus C	GenBank	set:HM485521	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_3787/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-01
HM485522.1	Rhinovirus C	GenBank	set:HM485522	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_3753/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-01
HM485523.1	Rhinovirus C	GenBank	set:HM485523	McIntyre,C.L., McWilliam Leitch,E.C., Savolainen-Kopra,C., Hovi,T., Simmonds,P.	University of Edinburgh, Centre for Infectious Diseases		2010-08-14	Resp_3487/07	Rhinovirus C	471	partial	United Kingdom	United Kingdom		Homo sapiens	oronasopharynx	2007-01
