"Cluster","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"West Nile","GO:0052548","regulation of endopeptidase activity","106/6513","248/18986",0.42741935483871,1.24596712282631,2.81742045157318,0.0033374085844514,0.0235313090921364,0.0174451042424153,"TNFSF10/AIM2/SERPING1/PSMB9/SERPINB9/TNFSF15/PMAIP1/IFI16/TNF/PTGS2/PSME2/LAMP3/IFI6/LYN/PSME1/CASP1/BCL2L11/BAK1/BIRC3/STAT3/CARD16/FAS/MEFV/RIPK2/PSMB8/NLRP12/CAST/HIP1R/BCL2L13/HIP1/CASP8/ATP2A3/RET/S100A8/NKX3-1/NOD1/DAPK1/BIRC2/RFFL/GRAMD4/PPM1F/SIAH2/DDX3X/NLRP1/SRC/SYK/RPS3/SLC11A2/BIRC5/BCL10/SENP1/DNAJB6/CASP8AP2/SERPINB6/APH1B/RNF34/LGMN/RACK1/GAS6/GPER1/BBC3/RAF1/PSMA3/CYFIP2/CDKN2D/SERPINF2/SMAD3/VSIR/NOL3/GPX1/SERPINB1/MTCH1/SIRT1/SERPINB8/CARD9/PIDD1/FAM162A/BAD/CAAP1/NCSTN/NLRC4/GAPDH/EFNA3/PRR7/LAMTOR5/CARD8/CD44/EIF2AK3/PSENEN/PIH1D1/FNIP1/VCP/ANP32B/ARL6IP5/SERPINH1/PYCARD/PRELID1/TRIAP1/CSNK2A1/USP50/SERPINE3/CR1/NRDC/MAP3K5/HSPE1/VEGFA",106
"West Nile","GO:2000045","regulation of G1/S transition of mitotic cell cycle","84/6513","191/18986",0.43979057591623,1.28203038144412,2.83075179929835,0.00334153808525622,0.0235344490502941,0.017447432072846,"CCL2/KLF4/PML/PSME2/PSME1/E2F1/AMBRA1/CENPJ/DCUN1D3/FBXO7/CDC73/EZH2/CTDSPL/CDK2/BTN2A2/ZC3H12D/ADAM17/PLK3/CDKN2B/DDX3X/INHBA/RRM2/APC/BCL2/BRD7/RB1/CDKN1B/INO80/SASS6/CTDSP1/SLFN11/MDM2/CCND1/TCF3/PBRM1/RPL26/SDE2/CDKN2D/CUL4B/BCL7C/CDKN1A/UBE2E2/APPL1/PKD2/ACVR1/CDKN2C/JADE1/ANXA1/ZNF655/SMARCA4/AIF1/RFWD3/BID/CRLF3/KLF11/WAC/SMARCD3/PIDD1/CCND2/CDK2AP2/PRAP1/CTDSP2/PPP2CA/CDK10/ARID1B/PPP2R5C/TREX1/DPF2/STIL/CDK7/RBL1/CHEK2/STOX1/PHF10/RBL2/TRIAP1/BCL7B/KMT2E/ECD/MIR221/GTSE1/ATM/RGCC/RRM1",84
"West Nile","GO:0016049","cell growth","197/6513","490/18986",0.402040816326531,1.17198632562191,2.7871698054677,0.00334716274007647,0.023548100863005,0.0174575529418085,"EXT1/CD38/PML/JADE2/SEMA4D/MAP2/BTG1/BMPR2/ARHGEF11/HSPA1B/CDA/SEMA3G/HSPA1A/H3-5/BST2/CYP27B1/EDN1/EXOSC9/ACVR1B/RPS6KA1/IGFBP4/RICTOR/BLTP1/SEMA3A/H3-3B/CD2AP/CXCL12/RTN4R/XBP1/COBL/DCUN1D3/MACF1/DIP2B/RASAL1/PRICKLE1/CDC73/MSX1/RUFY3/PLAA/SMURF1/PTPRJ/ZC3H12D/S100A8/SIN3A/ADAM17/DAB2/EPB41L5/PTK2B/OSGIN2/CREB3/DDX3X/AUTS2/INHBA/RGS2/FXN/BCL2/NRP2/SPHK1/MINAR1/ARHGAP4/SPG11/WNT5A/RB1/PRDM11/CDKN1B/PAK6/FLRT1/IGF1/NUBP1/TMEM97/SLC23A2/SPART/JADE3/INO80/MLST8/BRAT1/BCAR1/RACK1/FBP1/EBAG9/EAF2/HDAC6/CEACAM1/IST1/GOLGA4/SPAG9/AKAP6/SLC9A1/CYFIP2/DCBLD2/SMAD7/MMP14/UCN/CDKN2D/CSNK2A3/OSGIN1/S100B/SMAD3/BCL11A/PRKCQ/DISC1/LAMTOR1/GSK3B/CAMK2D/L1CAM/CTNNB1/IFRD1/CDKN1A/ARIH2/CDKN2C/JADE1/CDKL5/PHB1/SMARCA4/BCL6/C9orf72/GSK3A/APP/SEMA7A/ACSL4/PAFAH1B1/RAB21/CRLF3/NTN1/ATAD3A/SYT17/NME6/TWF2/KLHL22/CXCL16/DNPH1/CRABP2/SMAD4/SYT1/RPS6KA3/TGFBR1/EXTL3/NDEL1/MEGF8/FN1/DDX49/MTPN/MEX3C/CPNE9/PUM2/ING5/H3-3A/ACVRL1/OGFR/USP9X/HYAL1/ITCH/CIB1/RIMS2/NRN1L/MEG3/LAMTOR2/PSRC1/DVL1/MECP2/SEMA5A/RNF6/GREM1/APOE/ADAM15/CCDC85B/SEMA6C/RERG/GDF9/RTN4/ADNP/SSNA1/CLASP2/CSNK2A1/EXOSC2/CDK5/HDGFL2/CRKL/SH3BP4/ANAPC2/CGRRF1/NPR1/LAMB2/MAPKAP1/GDI1/EXOSC4/RAPH1/EIF4G2/CDKN2AIP/SGK3/ZNF639/SEMA4F/SESN2/C8orf44-SGK3/KAZALD1/VEGFA/DNAJB2",197
"West Nile","GO:0061077","chaperone-mediated protein folding","38/6513","76/18986",0.5,1.4575464455704,2.88806255846193,0.00339188195590428,0.0238364597737255,0.0176713298820142,"TOR1B/DNAJB4/HSPA1B/HSPA1A/FKBP5/DFFA/HSPA1L/HSPH1/CHORDC1/HSPA2/DNAJC7/TOR1A/BAG1/DNAJB6/HSPA13/HSPA5/PPID/TOR2A/TRAP1/HSP90AB1/CRTAP/PFDN5/DNAJB1/ERO1A/PFDN1/HSPA8/DNAJB14/PDIA4/DNAJB5/PEX19/PTGES3/CSNK2A1/DNAJB13/GAK/CCT6A/HSPE1/PFDN6/DNAJB2",38
"West Nile","GO:0017004","cytochrome complex assembly","23/6513","41/18986",0.560975609756098,1.63529601210337,2.94259932753203,0.0034072446836471,0.0238873267420489,0.0177090404726754,"LYRM7/BCS1L/UQCC5/FXN/COA1/SCO2/UQCC3/COA3/PET100/TIMM21/COX3/UQCC2/COA4/COX14/SCO1/COA8/TMEM223/COA5/COX16/HCCS/SURF1/FASTKD3/STMP1",23
"West Nile","GO:0035337","fatty-acyl-CoA metabolic process","23/6513","41/18986",0.560975609756098,1.63529601210337,2.94259932753203,0.0034072446836471,0.0238873267420489,0.0177090404726754,"FAR2/ELOVL3/ELOVL7/ACSL1/ELOVL5/DGAT2/FITM2/NUDT8/ACOT7/TECR/FASN/ACSL5/ACSL4/DGAT1/ABCD1/PPT2/HACD1/ACSF3/ACSL3/GCDH/ACACA/THEM5/HTD2",23
"West Nile","GO:0007051","spindle organization","89/6513","204/18986",0.436274509803922,1.27178072211535,2.82015638976185,0.00341033844532696,0.0238873267420489,0.0177090404726754,"RIPOR2/KPNB1/STMN1/HSPA1B/HSPA1A/UVRAG/CHMP5/GTF2B/CENPJ/AAAS/PRICKLE1/NDC80/FBXO5/SAC3D1/NUP62/PLK3/TRIM36/EZR/RANGRF/PDE4DIP/RGS14/TACC3/RPS3/RCC1/BIRC5/MAPRE3/INO80/ZNF207/SASS6/HAUS5/ABRAXAS1/CLASP1/ATRX/MYBL2/RNF4/KIF11/SPAST/STAG2/KIFC2/HNRNPU/NEK7/ABRAXAS2/VPS4B/PTPA/SKA3/EML3/WDR62/RAB11A/CHMP2A/CEP192/BORA/SENP6/CENPE/MAP4/DYNC1H1/CCDC61/PPP2R1A/TNKS/AURKB/SMC1A/UHRF1/TPR/PSRC1/CEP97/MAP1S/LIMK2/CHMP1B/STIL/VCP/CHEK2/DCTN6/FAM110A/NEK6/MLH1/CLASP2/TUBGCP6/CEP63/ESPL1/LSM14A/TACC2/HAUS7/HAUS2/HAUS6/STAG1/SPICE1/SBDS/TTK/FLNA/WASHC5",89
"West Nile","GO:0030071","regulation of mitotic metaphase/anaphase transition","45/6513","93/18986",0.483870967741935,1.41052881829393,2.86777477103964,0.0034368423415055,0.0240202941767365,0.0178076168310875,"DUSP1/NDC80/FBXO5/MAD2L1BP/SPC24/PRP4K/ANAPC15/APC/BIRC5/ANAPC7/BRD7/MAP3K20/RB1/ZNF207/HASPIN/PBRM1/BCL7C/RAD21/SMARCA4/SKA3/KLHL22/SMARCD3/ANAPC11/CENPE/MAD1L1/BUB3/BUB1/PRAP1/AURKB/KNTC1/ARID1B/TPR/CDK5RAP2/DPF2/DYNC1LI1/CENPF/NEK6/PHF10/BCL7B/ESPL1/SPDL1/ATM/TTK/ZWILCH/BUB1B",45
"West Nile","GO:0033273","response to vitamin","45/6513","93/18986",0.483870967741935,1.41052881829393,2.86777477103964,0.0034368423415055,0.0240202941767365,0.0178076168310875,"SOD2/PTGS2/CD40/BRIP1/CXCL10/NFKBIZ/TRIM25/CYP27B1/MN1/RARA/SNW1/DNMT3A/RELA/KYNU/ABCA1/ITGA2/NCOA3/OGG1/RXRA/IL1A/COL1A1/FOLR1/MDM2/F5/FES/ALAD/GAS6/TYMS/PRKCB/CDKN2D/GPX1/GDAP1/IGF1R/FKBP1B/SCAP/CYTB/BECN1/AQP3/FOLR2/TSPO/MTHFR/PIM1/ALDH1A2/ALPL/SRSF2",45
"West Nile","GO:0032703","negative regulation of interleukin-2 production","18/6513","30/18986",0.6,1.74905573468448,2.9669606694636,0.0034944948728889,0.0243965390688681,0.0180865486719898,"GBP1/LAG3/TNFAIP3/NOD2/LILRB4/PRKACA/PTPRC/EZR/IL20RB/PRNP/HOMER3/CD34/VSIG4/HOMER2/FOXP3/HAVCR2/GATA3/CR1",18
"West Nile","GO:1902807","negative regulation of cell cycle G1/S phase transition","47/6513","98/18986",0.479591836734694,1.39805475391446,2.85478393714355,0.0035283970074675,0.0246063319691074,0.0182420801385845,"CCL2/KLF4/PML/DCUN1D3/FBXO7/CDC73/EZH2/CTDSPL/CDK2/BTN2A2/ZC3H12D/PLK3/CDKN2B/INHBA/APC/BCL2/BRD7/RB1/CDKN1B/CTDSP1/SLFN11/MDM2/CCND1/RPL26/SDE2/CDKN2D/CDKN1A/PKD2/ACVR1/JADE1/ZNF655/APBB1/RFWD3/CRLF3/WAC/PIDD1/CDK2AP2/PRAP1/CTDSP2/PPP2R5C/TREX1/RBL1/CHEK2/RBL2/TRIAP1/GTSE1/ATM",47
"West Nile","GO:0019318","hexose metabolic process","102/6513","238/18986",0.428571428571429,1.24932552477463,2.79697205034213,0.00356409432953374,0.0248281729302743,0.0184065435212906,"PFKFB3/OAS1/PMAIP1/TNF/FUT4/SDS/NCOA2/INSR/KHK/MPI/TCF7L2/KAT2B/PRKACA/IGFBP4/B4GALT1/PDK2/SELENOS/HK2/LRP5/PFKP/KAT2A/ADPGK/SLC45A3/GALE/IGF2/NLN/GALM/SLC25A10/NR3C1/ACACB/FOXO1/PTPN2/IRS2/SRC/ATF3/PC/GPD1/IGF1/SLC37A4/FUCA1/BRAT1/DCXR/ZNF692/KBTBD2/FBP1/ENO2/PRKAG2/PPP1R3E/GOT1/PPP1CA/PDK4/ERRFI1/PGAM1/FUT8/MST1/GPT/GPI/MDH2/SIK1/SLC25A11/GSK3A/WDTC1/BCKDK/FUT2/DLAT/FABP5/SIRT1/PGP/MLYCD/FOXK2/G6PC3/GALK1/GALT/FUCA2/KCNJ11/BAD/GAPDH/FUOM/ENO3/ALDOC/GLYCTK/EP300/SLC39A14/H6PD/PFKFB2/GAPDHS/PGM2L1/PHKG2/PIK3CA/MAN2A2/OGT/PRKAA1/AKR1B1/GPLD1/RBP4/MAN2B1/TPI1/GALK2/SESN2/ACADM/PDK1/RORA",102
"West Nile","GO:0043299","leukocyte degranulation","40/6513","81/18986",0.493827160493827,1.4395520450078,2.86467166362304,0.00357528519026932,0.024851927960218,0.0184241544825859,"PRAM1/LYN/HLA-F/ADORA2B/BTK/HCK/CCL3/LAT2/CORO1A/PTAFR/STXBP1/RASGRP1/NR4A3/SYK/RAB27A/IL4R/ADGRE2/CEACAM1/FES/NCKAP1L/BCR/STXBP3/FOXF1/FGR/CCR2/RAC2/LAT/CBL/SNAP23/PTGDR/VAMP8/AP1G1/GATA2/CD300A/ITGB2/PTGDS/RABGEF1/GAB2/FCGR3A/NKG7",40
"West Nile","GO:0046928","regulation of neurotransmitter secretion","40/6513","81/18986",0.493827160493827,1.4395520450078,2.86467166362304,0.00357528519026932,0.024851927960218,0.0184241544825859,"OTOF/P2RX1/ADORA2A/FMR1/MYOF/RAB3GAP1/STXBP1/MCTP1/SLC30A1/KCNMB4/ASIC1/SYT11/ATP2A2/MCTP2/RAB3A/GIT1/LRRK2/GPER1/NF1/RAB5A/PRKCB/RAP1B/CASK/DYSF/SYT1/BAIAP3/STXBP5/SYT8/MEF2C/KMO/RIMS2/BRAF/SLC38A2/DVL1/PNKD/SEPTIN5/STX1B/RIMS3/DTNBP1/FBXO45",40
"West Nile","GO:0060491","regulation of cell projection assembly","90/6513","207/18986",0.434782608695652,1.26743169180035,2.79558172086116,0.00365453935750327,0.025366006652707,0.0188052703968838,"CCR7/STAP1/RIPOR2/SRGAP2C/ICAM1/EPHB2/CDC42EP2/P2RX7/CYLD/FMR1/DEF8/DYNLT2B/CCP110/CCL19/CENPJ/COBL/CDKL1/MYO10/WASL/PRKCD/ATG3/ODF2L/ENTR1/AUTS2/SRC/SEPTIN9/APC/WDR44/RCC2/ZMYND10/ATP8B1/RALA/BBS4/CNTROB/RAB5A/CEP135/DCDC2/GSK3B/KANK1/ABI3/MNS1/CDKL5/WDPCP/ABI2/AKIRIN1/RAB11A/TWF2/EVI5L/TWF1/RAB17/ARF6/TGFBR1/RAP1GAP/MAP4/BRK1/RAC2/NDEL1/INTU/ATG5/ARF4/AVIL/SEPTIN7/FUZ/FSCN1/AGRN/HSP90AA1/ACTR3/CDK10/PLD1/CEP97/HRAS/LIMK2/SYNE2/MIEN1/EVL/ACTR2/MARCHF7/KLF5/PIK3CA/DNM3/SDCCAG8/TGFB3/TBC1D7/ZMYND8/NCKAP1/SH3YL1/RAB11FIP3/PFN1/CDC42EP4/EPHA2",90
"West Nile","GO:1902116","negative regulation of organelle assembly","26/6513","48/18986",0.541666666666667,1.57900864936793,2.90234471336321,0.0036571841150819,0.025366006652707,0.0188052703968838,"SMCR8/KAT2B/CCP110/NUPR1/PINK1/KAT2A/PATL2/MTM1/ODF2L/WDR44/LRRK2/SEC22B/EHMT2/EVI5L/SMAD4/MAP4/TMEM39A/CDK10/CEP97/LIMK2/CDK5RAP2/BECN1/USP10/MARCHF7/STYXL1/TBC1D7",26
"West Nile","GO:0045739","positive regulation of DNA repair","63/6513","138/18986",0.456521739130435,1.33080327639036,2.8182991366649,0.00366440980534336,0.0253885573064354,0.0188219884852606,"NBN/PELI1/SMCHD1/CYREN/CCDC117/FAM168A/INO80D/RIF1/EPC2/RPS3/TIMELESS/FOXM1/BRD7/INO80/ABRAXAS1/PBRM1/CREBBP/WDR48/TRIM28/INO80E/BCL7C/RUVBL2/EYA2/USP1/MGMT/EPC1/SMARCA4/CBX8/TMEM161A/HELQ/RNF8/SIRT1/SPIRE2/SMARCD3/RNF126/MRNIP/PARP1/SLF1/NPAS2/XRCC1/ERCC6/TRRAP/SHLD3/ARID1B/PNKP/ACTR8/ING3/EYA3/PCNA/DPF2/DHX9/FH/RAD51AP1/ACTR2/BRD8/PHF10/BABAM1/BCL7B/HDGFL2/ACTR5/FANCB/BABAM2/MORF4L2",63
"West Nile","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","55/6513","118/18986",0.466101694915254,1.35872973739613,2.82459267240971,0.00370651739283878,0.0256277632060874,0.0189993254892705,"PARP14/PARP9/CD80/IL15/ENPP2/SEMA4D/NEDD9/IL6/JAK2/NOD2/EHD4/RIPK2/IFNL1/LILRA5/IL12A/RICTOR/SRCIN1/ABI1/PTPRC/CASS4/PTPRJ/ANGPT4/ADAM17/SRC/CSF3/SYK/GPRC5B/OSM/TNFSF18/IGF1/ITGA5/MLST8/HAX1/IL18/CD4/CSF1R/KITLG/PRNP/EGF/BMP6/ACVR1/VEGFB/TREM2/BANK1/CLEC6A/PTPN1/LRRK1/IL5/PLPP3/GREM1/FYN/ADNP/PECAM1/ARHGEF2/VEGFA",55
"West Nile","GO:0072175","epithelial tube formation","59/6513","128/18986",0.4609375,1.34367562951021,2.81913766904062,0.00370695886074276,0.0256277632060874,0.0189993254892705,"HESX1/ADM/PHACTR4/RARA/PRKACA/COBL/LRP2/PRICKLE1/RET/KAT2A/IFT172/HIF1A/VANGL2/VASP/CASP3/BCL10/FOLR1/TWIST1/SKI/SETD2/STK4/RALA/BBS4/SUFU/TCTN1/BRD2/STK3/EGF/MKS1/CTNNB1/SEC24B/HS2ST1/KIF20B/CITED2/CDK20/IFT122/TRAF6/DVL2/TMED2/FUZ/SPINT1/CTHRC1/GREM1/STIL/MTHFD1/CLUAP1/GATA3/PLXNB2/TSC2/MTHFR/MIB1/LIAS/SCRIB/DEAF1/WDR83/TULP3/PFN1/VEGFA/LMO4",59
"West Nile","GO:0043405","regulation of MAP kinase activity","57/6513","123/18986",0.463414634146341,1.35089670565061,2.82121927868586,0.00371279694185215,0.0256403749887044,0.0190086753244869,"TNF/DAB2IP/DUSP7/LYN/DNAJA1/TRIB2/INSR/EDN1/ERN1/AIDA/CCL19/IRAK3/DUSP1/IL1B/EZH2/PTPRJ/RASGRP1/PRKCD/NUP62/RGS14/RPS3/RGS2/FLT1/SASH1/WNT5A/FGFR1/INPP5K/TPD52L1/BMP2/LRRK2/NF1/CDK12/TRAF2/MAP3K12/PDCD10/PTPN1/DRD4/KSR1/TRAF6/PTPN22/DVL2/HIPK3/DUSP10/PIK3R5/ZNF675/TLR4/HRAS/SMPD1/APOE/CD300A/TNFRSF11A/MIF/CDK5RAP3/GBA1/DTNBP1/ADAM9/MAP3K5",57
"West Nile","GO:0044818","mitotic G2/M transition checkpoint","29/6513","55/18986",0.527272727272727,1.53704897896515,2.88216500627265,0.00373585880877458,0.0257717776138791,0.0191060916001783,"NBN/BARD1/HUS1/NABP2/ABRAXAS1/CDKN1A/FOXO4/DTL/INIP/NOP53/FOXN3/MRNIP/ATR/CHEK1/INTS3/TICRR/ORC1/IER3/TRIM39/BABAM1/RINT1/HUS1B/TAOK1/CDK5RAP3/ATM/TOPBP1/MBTPS1/BABAM2/CLSPN",29
"West Nile","GO:0002520","immune system development","88/6513","202/18986",0.435643564356436,1.26994145752668,2.78715814851397,0.00375892184901123,0.0259029048236071,0.0192033036946591,"TNFAIP3/CD40/IL15/NBN/NFKBIZ/ACOD1/LYN/IDO1/ADAR/BCL2L11/LILRB4/TRAF3IP2/CTNNBL1/CYREN/IL7R/IRAK3/CD2AP/NFKB2/HLA-G/LEF1/LRP5/RET/PDCD1/PSEN1/PTPRC/IL2RA/LTA/ERCC1/ADAM17/CDKN2B/RIF1/RIPK3/HLA-B/HLA-E/HMGB2/BCL2/STAT6/SLC15A4/BCL3/RC3H1/TCF3/LIG4/RAF1/MAPK3/PPP2R3C/SMAD3/CTNNB1/ZBTB1/MCM3AP/LILRB2/BCL6/RC3H2/RNF8/CITED2/AICDA/CD28/MAD1L1/TGFBR1/MSH6/CBLB/PRDX2/ITCH/MAPK1/SHLD3/BRAF/SPNS2/FOXP3/HAVCR2/MARCHF7/GATA3/MLH1/TNFRSF11A/HOXA3/MAP2K1/IL27RA/COA5/CRKL/JARID2/APLF/SUPT6H/ATM/STAT5B/SLC46A2/TNFSF13/SBDS/MAP2K2/XRCC4/LMO4",88
"West Nile","GO:0070979","protein K11-linked ubiquitination","22/6513","39/18986",0.564102564102564,1.64441137448968,2.91095607474124,0.00378390159397049,0.0260323643248817,0.019299279421554,"TRIM26/UBE2S/ANAPC15/ANAPC7/UBR4/UBE2A/RNF4/CDC27/UBE2E2/UBE2D3/ANAPC16/ANAPC11/UBE2L5/UBE2B/RNF26/UBE2D4/ANAPC10/UBE2H/ANAPC2/RNF115/UBR5/UBE2L3",22
"West Nile","GO:0010971","positive regulation of G2/M transition of mitotic cell cycle","17/6513","28/18986",0.607142857142857,1.76987782676405,2.94587928517547,0.00379400926525749,0.0260323643248817,0.019299279421554,"FBXO5/SIN3A/HSPA2/MTA3/CCND1/RCC2/DBF4B/VPS4B/RRM2B/DTL/RAB11A/APP/SMARCD3/CDC25A/STOX1/RAD51C/RRM1",17
"West Nile","GO:0031664","regulation of lipopolysaccharide-mediated signaling pathway","17/6513","28/18986",0.607142857142857,1.76987782676405,2.94587928517547,0.00379400926525749,0.0260323643248817,0.019299279421554,"TRIM5/TNFAIP3/SCIMP/ACOD1/CD180/CARD16/CD14/SASH1/SIGIRR/BMP6/LY96/TRAF6/PRDX2/CARD8/LY86/MIF/NFKBIL1",17
"West Nile","GO:0032740","positive regulation of interleukin-17 production","17/6513","28/18986",0.607142857142857,1.76987782676405,2.94587928517547,0.00379400926525749,0.0260323643248817,0.019299279421554,"IL15/IL23A/IL6/JAK2/NOD2/MYD88/BTK/RFTN1/ARID5A/SPHK1/IL12B/OSM/IL18/PRKCQ/PHB1/CARD9/SLC7A5",17
"West Nile","GO:0046474","glycerophospholipid biosynthetic process","86/6513","197/18986",0.436548223350254,1.27257862252847,2.77896739307773,0.00386384966689135,0.0264831241116974,0.0196334534124059,"PLSCR1/PNPLA3/PLA2G4C/INPP5D/AGPAT3/UVRAG/PI4K2B/PIGZ/IMPA2/TTC7B/FABP3/PGAP1/GPAT3/AGPAT5/MTM1/PIK3C2B/TMEM150A/LPCAT4/PCYT2/SMG1/PLA2G4A/ABHD3/PEMT/SELENOI/IMPA1/INPP5K/PIP5K1A/SLC27A1/HDHD5/DPM3/CDS2/PITPNM2/TAFAZZIN/PIGU/ACP6/PIK3R3/PGAP3/PIKFYVE/CDIPT/MTMR6/DGKG/EFR3A/CAPN2/PIGQ/AGPAT1/SYNJ1/MTMR14/FABP5/LPCAT2/DPM2/ETNK1/PIGG/PIGB/ETNK2/GPAT2/AGPAT2/PIGV/PLSCR3/ITPKB/PIGX/BPNT1/PI4KAP2/ACSL3/MTMR3/HYCC2/PTDSS2/PLD1/DGKE/DHRS7B/PIGL/PIK3R4/BECN1/SLC44A1/PIP5K1C/EFR3B/PITPNM1/PIK3CA/PIP4K2B/PI4KB/PLA2G6/FIG4/PIP4K2C/ATM/PIGA/SYNJ2/SH3YL1",86
"West Nile","GO:0006310","DNA recombination","145/6513","352/18986",0.411931818181818,1.20081951481652,2.748112947681,0.00389754972524715,0.02668547443181,0.0197834672690099,"CGAS/CD40/BRIP1/NBN/NFKBIZ/PELI1/SMCHD1/CYREN/HELB/BRCA2/IL7R/TOP6BL/LEF1/ERCC2/PTPRC/BARD1/ERCC1/INO80D/SETX/PPP4R2/RIF1/HUS1/EPC2/RNF138/HMGB2/TIMELESS/STAT6/KPNA1/SLC15A4/ZSWIM7/MCM2/REV3L/INO80/SETD2/NABP2/FANCM/RECQL/TOP3A/REC8/POGZ/ENDOG/H1-0/UBR2/TCF3/LIG4/POLM/TEP1/NUCKS1/CREBBP/NSMCE1/RECQL4/WDR48/INO80E/RUVBL2/MCM6/TOP2A/RAD21/KLHDC3/EPC1/BRME1/MSH5/LIG3/INIP/BCL6/RFWD3/HELQ/RNF8/GINS2/RNF169/ANKLE1/ERCC4/HSF2BP/SWI5/KIN/CDC45/RNF126/AICDA/MRNIP/TONSL/CD28/NSMCE4A/UBE2B/PARP1/MCMDC2/CHEK1/SLF1/MSH6/RMI1/INTS3/ZFYVE26/NONO/NIPBL/SENP3/XRCC1/ERCC6/TERF2IP/MAGEF1/MCM4/TRRAP/SHLD3/RMI2/CENPX/UHRF1/PALB2/ACTR8/KPNA2/ING3/FIGNL1/RHNO1/FOXP3/KLHL15/ZRANB3/TREX1/RAD51AP1/ACTR2/SFPQ/MCM9/EID3/BRD8/MLH1/IL27RA/CSNK2A1/MCM8/SFR1/HDGFL2/THAP9/ACTR5/HUS1B/SMC6/CENPS/APLF/FANCB/SUPT6H/ATM/TOPBP1/SLX1B/SLX1A/TNFSF13/DMC1/ZMYND8/SWSAP1/RAD52/XRCC4/RAD51C/MORF4L2",145
"West Nile","GO:0010507","negative regulation of autophagy","46/6513","96/18986",0.479166666666667,1.39681534367163,2.81655653443995,0.00395379110385155,0.0270415605689547,0.0200474542727692,"RUBCN/IL10RA/STAT3/MCL1/SMCR8/TLK2/NUPR1/PINK1/MTM1/USP36/HGF/RRAGC/BCL2/NPC1/KDM4A/MLST8/HDAC6/LRRK2/MET/SIRT2/TREM2/SEC22B/BCL2L1/DAPL1/FOXK2/KLHL22/EHMT2/TAB2/VPS13C/CPTP/HERC1/TMEM39A/PTPN22/TAB3/EP300/BECN1/MTMR8/VHL/PIK3CA/TSPO/SLC7A5/TSC2/SNRNP70/ZKSCAN3/EIF4G2/CTSA",46
"West Nile","GO:0051222","positive regulation of protein transport","109/6513","257/18986",0.424124513618677,1.23636235460835,2.7567536178863,0.0039605493411355,0.0270588119691696,0.0200602437216646,"CD38/TNF/PTGS2/HCAR2/ZC3H12A/NADK/JAK2/TLR2/ANKRD1/P2RX7/CAMK1/ADORA2A/TCF7L2/PPARG/FFAR2/PRKACA/CD2AP/IL1B/XBP1/PRKCE/ACHE/RUFY3/PSEN1/EDEM1/PRKCD/PLK3/ABCG1/SRI/ABAT/ADAM8/IRS2/JUP/ATP2C1/PRP4K/HIF1A/SRC/IL1A/RAPGEF3/IGF1/CD33/TMEM97/PIK3R2/RACK1/MDM2/PPID/GAS6/SOX4/GPER1/SEC24A/CEP131/PRKCB/CTDSPL2/TRIM28/SMAD3/GSK3B/EDEM2/OSBP/ICE1/BMP6/TREM2/KIF20B/RAB29/APBB1/PRR5L/PDCD10/VPS28/APP/ACSL4/MCU/GOLPH3/ITPR1/OAZ3/ARF6/B3GAT3/BAD/TM9SF4/BAIAP3/BAG3/SIRT3/HSP90AA1/TLR4/RBM22/ACSL3/TPR/EP300/MMP24-AS1-EDEM2/APOE/PFKFB2/MPC2/ANP32B/VEGFC/PARD6A/PLA2G6/DNM1L/BSG/GPLD1/EMD/RPH3AL/GLUD1/RBP4/TGFB3/UBR5/ERGIC3/SYTL4/ADAM9/FLNA/KCNN4/CAPN10/MAVS",109
"West Nile","GO:0043467","regulation of generation of precursor metabolites and energy","66/6513","146/18986",0.452054794520548,1.31778171791296,2.7853210785943,0.00398775901696492,0.0272156032055255,0.0201764820257818,"OAS1/TNF/PNPT1/STAT3/P2RX7/SLC2A6/INSR/KHK/KAT2B/GRB10/NUPR1/PRKACA/PINK1/SELENOS/SLC35A4/PSEN1/IGF2/IRS2/HIF1A/SRC/DNAJC15/TRPV4/CBFA2T3/GPD1/IGF1/PRXL2C/INPP5K/MLST8/FBP1/PRKAG2/PPP1R3E/PHB2/PPP1CA/GIT1/TRAP1/GSK3B/DDIT4/PPP1R3D/GSK3A/APP/PHLDA2/NOP53/ABCD1/UQCC2/JMJD8/HDAC4/ARL2/RBPJ/PPP2CA/EP300/IFNAR1/COA8/TREX1/VCP/IER3/GAPDHS/PHKG2/ZBTB7A/PIK3CA/PRELID1/OGT/TMEM135/PRKAA1/AK4/MLXIPL/IDE",66
